episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
305,0.7371233743916278,14,21.401960784313726,4.0,11.434640522875817,7159
306,0.7363866194561001,27,21.420195439739413,17.0,11.452768729641694,7188
307,0.7356506009072533,11,21.386363636363637,1.0,11.418831168831169,7201
308,0.7349153180090687,105,21.65695792880259,95.0,11.689320388349515,7308
309,0.7341807700262634,16,21.638709677419357,6.0,11.670967741935485,7326
310,0.7334469562242892,30,21.665594855305468,20.0,11.69774919614148,7358
311,0.7327138758693325,9,21.625,-1.0,11.657051282051283,7369
312,0.7319815282283126,12,21.594249201277954,2.0,11.626198083067093,7383
313,0.731249912568882,19,21.585987261146496,9.0,11.617834394904458,7404
314,0.7305190281594249,17,21.571428571428573,7.0,11.603174603174603,7423
315,0.7297888742690568,73,21.734177215189874,63.0,11.765822784810126,7498
316,0.7290594501676237,12,21.70347003154574,2.0,11.735015772870662,7512
317,0.7283307551257017,48,21.78616352201258,38.0,11.817610062893081,7562
318,0.7276027884145955,22,21.786833855799372,12.0,11.818181818181818,7586
319,0.7268755493063382,29,21.809375,19.0,11.840625,7617
320,0.7261490370736909,10,21.772585669781932,0.0,11.80373831775701,7629
321,0.7254232509901412,9,21.732919254658384,-1.0,11.763975155279503,7640
322,0.7246981903299029,14,21.708978328173373,4.0,11.739938080495357,7656
323,0.7239738543679153,13,21.682098765432098,3.0,11.712962962962964,7671
324,0.7232502423798424,34,21.72,24.0,11.750769230769231,7707
325,0.7225273536420722,16,21.70245398773006,6.0,11.733128834355828,7725
326,0.7218051874317158,26,21.71559633027523,16.0,11.746177370030582,7753
327,0.721083743026607,38,21.765243902439025,28.0,11.795731707317072,7793
328,0.7203630197053014,15,21.74468085106383,5.0,11.775075987841944,7810
329,0.7196430167470754,22,21.745454545454546,12.0,11.775757575757575,7834
330,0.7189237334319262,43,21.809667673716014,33.0,11.83987915407855,7879
331,0.7182051690405703,11,21.77710843373494,1.0,11.80722891566265,7892
332,0.7174873228544433,22,21.77777777777778,12.0,11.807807807807809,7916
333,0.716770194155699,30,21.802395209580837,20.0,11.832335329341317,7948
334,0.7160537822272085,18,21.791044776119403,8.0,11.82089552238806,7968
335,0.7153380863525599,25,21.800595238095237,15.0,11.830357142857142,7995
336,0.7146231058160573,10,21.765578635014837,0.0,11.795252225519288,8007
